,cname,ccode,icode,year,gdp
5439,Japan,JPN,NY.GDP.MKTP.KD.ZG,1980,2.817591207616
5440,Kazakhstan,KAZ,NY.GDP.MKTP.KD.ZG,1980,
5441,Kenya,KEN,NY.GDP.MKTP.KD.ZG,1980,5.5919762059677
5442,Kyrgyz Republic,KGZ,NY.GDP.MKTP.KD.ZG,1980,
5443,Cambodia,KHM,NY.GDP.MKTP.KD.ZG,1980,-5.66840616410728
5444,Kiribati,KIR,NY.GDP.MKTP.KD.ZG,1980,-16.5077323500109
5445,St. Kitts and Nevis,KNA,NY.GDP.MKTP.KD.ZG,1980,8.44012103734693
5446,"Korea, Rep.",KOR,NY.GDP.MKTP.KD.ZG,1980,-1.64568764044438
5447,Kuwait,KWT,NY.GDP.MKTP.KD.ZG,1980,-19.4107452342302
5448,Latin America & Caribbean (excluding high income),LAC,NY.GDP.MKTP.KD.ZG,1980,6.63476631842346
5449,Lao PDR,LAO,NY.GDP.MKTP.KD.ZG,1980,
5450,Lebanon,LBN,NY.GDP.MKTP.KD.ZG,1980,
5451,Liberia,LBR,NY.GDP.MKTP.KD.ZG,1980,-4.09836406990489
5452,Libya,LBY,NY.GDP.MKTP.KD.ZG,1980,0.685280526048146
5453,St. Lucia,LCA,NY.GDP.MKTP.KD.ZG,1980,-2.22052809139288
5454,Latin America & Caribbean,LCN,NY.GDP.MKTP.KD.ZG,1980,6.63697944483404
5455,Least developed countries: UN classification,LDC,NY.GDP.MKTP.KD.ZG,1980,2.08064032893532
5456,Low income,LIC,NY.GDP.MKTP.KD.ZG,1980,2.87205787093605
5457,Liechtenstein,LIE,NY.GDP.MKTP.KD.ZG,1980,4.75867252328473
5458,Sri Lanka,LKA,NY.GDP.MKTP.KD.ZG,1980,5.84602651616864
5459,Lower middle income,LMC,NY.GDP.MKTP.KD.ZG,1980,5.23531946490814
5460,Low & middle income,LMY,NY.GDP.MKTP.KD.ZG,1980,4.71924279794669
5461,Lesotho,LSO,NY.GDP.MKTP.KD.ZG,1980,-2.74477923997559
5462,Late-demographic dividend,LTE,NY.GDP.MKTP.KD.ZG,1980,7.36957384244583
5463,Lithuania,LTU,NY.GDP.MKTP.KD.ZG,1980,
5464,Luxembourg,LUX,NY.GDP.MKTP.KD.ZG,1980,0.840882984330605
5465,Latvia,LVA,NY.GDP.MKTP.KD.ZG,1980,
5466,"Macao SAR, China",MAC,NY.GDP.MKTP.KD.ZG,1980,
5467,St. Martin (French part),MAF,NY.GDP.MKTP.KD.ZG,1980,
5468,Morocco,MAR,NY.GDP.MKTP.KD.ZG,1980,3.64216481331354
5469,Monaco,MCO,NY.GDP.MKTP.KD.ZG,1980,1.68545743376305
5470,Moldova,MDA,NY.GDP.MKTP.KD.ZG,1980,
5471,Madagascar,MDG,NY.GDP.MKTP.KD.ZG,1980,0.952707585446319
5472,Maldives,MDV,NY.GDP.MKTP.KD.ZG,1980,18.5728576000498
5473,Middle East & North Africa,MEA,NY.GDP.MKTP.KD.ZG,1980,0.956476819566191
5474,Mexico,MEX,NY.GDP.MKTP.KD.ZG,1980,8.75662242586299
5475,Marshall Islands,MHL,NY.GDP.MKTP.KD.ZG,1980,-7.19522277693503
5476,Middle income,MIC,NY.GDP.MKTP.KD.ZG,1980,4.76431690862636
5477,North Macedonia,MKD,NY.GDP.MKTP.KD.ZG,1980,
5478,Mali,MLI,NY.GDP.MKTP.KD.ZG,1980,-4.3258398689979
5479,Malta,MLT,NY.GDP.MKTP.KD.ZG,1980,7.04971121492007
5480,Myanmar,MMR,NY.GDP.MKTP.KD.ZG,1980,7.93853808083063
5481,Middle East & North Africa (excluding high income),MNA,NY.GDP.MKTP.KD.ZG,1980,-4.8703817348659
5482,Montenegro,MNE,NY.GDP.MKTP.KD.ZG,1980,
5483,Mongolia,MNG,NY.GDP.MKTP.KD.ZG,1980,
5484,Northern Mariana Islands,MNP,NY.GDP.MKTP.KD.ZG,1980,
5485,Mozambique,MOZ,NY.GDP.MKTP.KD.ZG,1980,
5486,Mauritania,MRT,NY.GDP.MKTP.KD.ZG,1980,3.37121021902426
5487,Mauritius,MUS,NY.GDP.MKTP.KD.ZG,1980,-10.0612584964335
5488,Malawi,MWI,NY.GDP.MKTP.KD.ZG,1980,0.406746412538325
5489,Malaysia,MYS,NY.GDP.MKTP.KD.ZG,1980,7.44182677934407
5490,North America,NAC,NY.GDP.MKTP.KD.ZG,1980,-0.0441062493524811
5491,Namibia,NAM,NY.GDP.MKTP.KD.ZG,1980,
5492,New Caledonia,NCL,NY.GDP.MKTP.KD.ZG,1980,-0.399994552333155
5493,Niger,NER,NY.GDP.MKTP.KD.ZG,1980,-2.45503612857507
5494,Nigeria,NGA,NY.GDP.MKTP.KD.ZG,1980,4.20483104427296
5495,Nicaragua,NIC,NY.GDP.MKTP.KD.ZG,1980,4.6117322795338
5496,Netherlands,NLD,NY.GDP.MKTP.KD.ZG,1980,1.34191413595499
5497,Norway,NOR,NY.GDP.MKTP.KD.ZG,1980,4.5642429885892
5498,Nepal,NPL,NY.GDP.MKTP.KD.ZG,1980,-2.31939420511932
5499,Nauru,NRU,NY.GDP.MKTP.KD.ZG,1980,-2.81674710841247
5500,New Zealand,NZL,NY.GDP.MKTP.KD.ZG,1980,1.28416839574439
5501,OECD members,OED,NY.GDP.MKTP.KD.ZG,1980,1.25219678214992
5502,Oman,OMN,NY.GDP.MKTP.KD.ZG,1980,6.03544411565213
5503,Other small states,OSS,NY.GDP.MKTP.KD.ZG,1980,0.194844379813446
5504,Pakistan,PAK,NY.GDP.MKTP.KD.ZG,1980,10.2157040372707
5505,Panama,PAN,NY.GDP.MKTP.KD.ZG,1980,13.0844817290491
5506,Peru,PER,NY.GDP.MKTP.KD.ZG,1980,5.94333539830841
5507,Philippines,PHL,NY.GDP.MKTP.KD.ZG,1980,5.20071107911187
5508,Palau,PLW,NY.GDP.MKTP.KD.ZG,1980,-0.374144678126811
5509,Papua New Guinea,PNG,NY.GDP.MKTP.KD.ZG,1980,-2.30345120118429
5510,Poland,POL,NY.GDP.MKTP.KD.ZG,1980,
5511,Pre-demographic dividend,PRE,NY.GDP.MKTP.KD.ZG,1980,4.24344670640973
5512,Puerto Rico,PRI,NY.GDP.MKTP.KD.ZG,1980,4.24346530546788
5513,"Korea, Dem. People's Rep.",PRK,NY.GDP.MKTP.KD.ZG,1980,
5514,Portugal,PRT,NY.GDP.MKTP.KD.ZG,1980,4.58933992368382
5515,Paraguay,PRY,NY.GDP.MKTP.KD.ZG,1980,11.712145943448
5516,West Bank and Gaza,PSE,NY.GDP.MKTP.KD.ZG,1980,
5517,Pacific island small states,PSS,NY.GDP.MKTP.KD.ZG,1980,-3.86633033135597
5518,Post-demographic dividend,PST,NY.GDP.MKTP.KD.ZG,1980,1.0776367178978
5519,French Polynesia,PYF,NY.GDP.MKTP.KD.ZG,1980,0.4849012603717
5520,Qatar,QAT,NY.GDP.MKTP.KD.ZG,1980,-1.0164217797326
5521,Romania,ROU,NY.GDP.MKTP.KD.ZG,1980,
5522,Russian Federation,RUS,NY.GDP.MKTP.KD.ZG,1980,
5523,Rwanda,RWA,NY.GDP.MKTP.KD.ZG,1980,8.95161232957611
5524,South Asia,SAS,NY.GDP.MKTP.KD.ZG,1980,6.52276676076372
5525,Saudi Arabia,SAU,NY.GDP.MKTP.KD.ZG,1980,5.6525100846283
5526,Sudan,SDN,NY.GDP.MKTP.KD.ZG,1980,1.52431014779975
5527,Senegal,SEN,NY.GDP.MKTP.KD.ZG,1980,3.98776197168547
5528,Singapore,SGP,NY.GDP.MKTP.KD.ZG,1980,10.1133721068475
5529,Solomon Islands,SLB,NY.GDP.MKTP.KD.ZG,1980,
5530,Sierra Leone,SLE,NY.GDP.MKTP.KD.ZG,1980,4.84350375629161
5531,El Salvador,SLV,NY.GDP.MKTP.KD.ZG,1980,-15.8368642948659
5532,San Marino,SMR,NY.GDP.MKTP.KD.ZG,1980,
5533,Somalia,SOM,NY.GDP.MKTP.KD.ZG,1980,1.79294389820693
5534,Serbia,SRB,NY.GDP.MKTP.KD.ZG,1980,
5535,Sub-Saharan Africa (excluding high income),SSA,NY.GDP.MKTP.KD.ZG,1980,3.76578605644629
5536,South Sudan,SSD,NY.GDP.MKTP.KD.ZG,1980,
5537,Sub-Saharan Africa,SSF,NY.GDP.MKTP.KD.ZG,1980,3.75794778192532
5538,Small states,SST,NY.GDP.MKTP.KD.ZG,1980,0.634797802213782
5539,Sao Tome and Principe,STP,NY.GDP.MKTP.KD.ZG,1980,-1.08135941306809
5540,Suriname,SUR,NY.GDP.MKTP.KD.ZG,1980,-8.800000000032
5541,Slovak Republic,SVK,NY.GDP.MKTP.KD.ZG,1980,
5542,Slovenia,SVN,NY.GDP.MKTP.KD.ZG,1980,
5543,Sweden,SWE,NY.GDP.MKTP.KD.ZG,1980,1.69997143939247
5544,Eswatini,SWZ,NY.GDP.MKTP.KD.ZG,1980,12.449052171671
5545,Sint Maarten (Dutch part),SXM,NY.GDP.MKTP.KD.ZG,1980,
5546,Seychelles,SYC,NY.GDP.MKTP.KD.ZG,1980,-5.10067700117105
5547,Syrian Arab Republic,SYR,NY.GDP.MKTP.KD.ZG,1980,14.5081169532396
5548,Turks and Caicos Islands,TCA,NY.GDP.MKTP.KD.ZG,1980,
5549,Chad,TCD,NY.GDP.MKTP.KD.ZG,1980,-6.04767074733006
5550,East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.MKTP.KD.ZG,1980,7.49428548828691
5551,Europe & Central Asia (IDA & IBRD countries),TEC,NY.GDP.MKTP.KD.ZG,1980,
5552,Togo,TGO,NY.GDP.MKTP.KD.ZG,1980,14.5769561096499
5553,Thailand,THA,NY.GDP.MKTP.KD.ZG,1980,5.17354100571934
5554,Tajikistan,TJK,NY.GDP.MKTP.KD.ZG,1980,
5555,Turkmenistan,TKM,NY.GDP.MKTP.KD.ZG,1980,
5556,Latin America & the Caribbean (IDA & IBRD countries),TLA,NY.GDP.MKTP.KD.ZG,1980,6.92312870688565
5557,Timor-Leste,TLS,NY.GDP.MKTP.KD.ZG,1980,
5558,Middle East & North Africa (IDA & IBRD countries),TMN,NY.GDP.MKTP.KD.ZG,1980,-4.87038173486593
5559,Tonga,TON,NY.GDP.MKTP.KD.ZG,1980,
5560,South Asia (IDA & IBRD),TSA,NY.GDP.MKTP.KD.ZG,1980,6.52276676076369
5561,Sub-Saharan Africa (IDA & IBRD countries),TSS,NY.GDP.MKTP.KD.ZG,1980,3.75794778192532
5562,Trinidad and Tobago,TTO,NY.GDP.MKTP.KD.ZG,1980,10.390810137283
5563,Tunisia,TUN,NY.GDP.MKTP.KD.ZG,1980,7.41873959497985
5564,Turkiye,TUR,NY.GDP.MKTP.KD.ZG,1980,-2.44735042580156
5565,Tuvalu,TUV,NY.GDP.MKTP.KD.ZG,1980,-0.639500000000027
5566,Tanzania,TZA,NY.GDP.MKTP.KD.ZG,1980,2.73797995142979
5567,Uganda,UGA,NY.GDP.MKTP.KD.ZG,1980,
5568,Ukraine,UKR,NY.GDP.MKTP.KD.ZG,1980,
5569,Upper middle income,UMC,NY.GDP.MKTP.KD.ZG,1980,4.63584068586562
5570,Uruguay,URY,NY.GDP.MKTP.KD.ZG,1980,5.84340090113461
5571,United States,USA,NY.GDP.MKTP.KD.ZG,1980,-0.256775732470302
5572,Uzbekistan,UZB,NY.GDP.MKTP.KD.ZG,1980,
5573,St. Vincent and the Grenadines,VCT,NY.GDP.MKTP.KD.ZG,1980,2.44272021907807
5574,"Venezuela, RB",VEN,NY.GDP.MKTP.KD.ZG,1980,-4.42132236441776
5575,British Virgin Islands,VGB,NY.GDP.MKTP.KD.ZG,1980,
5576,Virgin Islands (U.S.),VIR,NY.GDP.MKTP.KD.ZG,1980,
5577,Viet Nam,VNM,NY.GDP.MKTP.KD.ZG,1980,
5578,Vanuatu,VUT,NY.GDP.MKTP.KD.ZG,1980,-11.3998067077697
5579,World,WLD,NY.GDP.MKTP.KD.ZG,1980,1.88155919572309
5580,Samoa,WSM,NY.GDP.MKTP.KD.ZG,1980,-6.19307886908925
5581,Kosovo,XKX,NY.GDP.MKTP.KD.ZG,1980,
5582,"Yemen, Rep.",YEM,NY.GDP.MKTP.KD.ZG,1980,
5583,South Africa,ZAF,NY.GDP.MKTP.KD.ZG,1980,6.62058342724157
5584,Zambia,ZMB,NY.GDP.MKTP.KD.ZG,1980,3.03562235066106
5585,Zimbabwe,ZWE,NY.GDP.MKTP.KD.ZG,1980,14.4206839086721
5586,Aruba,ABW,NY.GDP.MKTP.KD.ZG,1981,
5587,Africa Eastern and Southern,AFE,NY.GDP.MKTP.KD.ZG,1981,4.01698436148212
5588,Afghanistan,AFG,NY.GDP.MKTP.KD.ZG,1981,
5589,Africa Western and Central,AFW,NY.GDP.MKTP.KD.ZG,1981,-6.79499531588846
5590,Angola,AGO,NY.GDP.MKTP.KD.ZG,1981,-4.40000121865044
5591,Albania,ALB,NY.GDP.MKTP.KD.ZG,1981,5.74563529228122
5592,Andorra,AND,NY.GDP.MKTP.KD.ZG,1981,-0.132474510851083
5593,Arab World,ARB,NY.GDP.MKTP.KD.ZG,1981,0.428347307685399
5594,United Arab Emirates,ARE,NY.GDP.MKTP.KD.ZG,1981,4.65917667406508
5595,Argentina,ARG,NY.GDP.MKTP.KD.ZG,1981,-5.18978914135593
5596,Armenia,ARM,NY.GDP.MKTP.KD.ZG,1981,
5597,American Samoa,ASM,NY.GDP.MKTP.KD.ZG,1981,
5598,Antigua and Barbuda,ATG,NY.GDP.MKTP.KD.ZG,1981,3.81519265600569
5599,Australia,AUS,NY.GDP.MKTP.KD.ZG,1981,3.33986584500624
5600,Austria,AUT,NY.GDP.MKTP.KD.ZG,1981,-0.14429469056661
5601,Azerbaijan,AZE,NY.GDP.MKTP.KD.ZG,1981,
5602,Burundi,BDI,NY.GDP.MKTP.KD.ZG,1981,12.1632755698283
5603,Belgium,BEL,NY.GDP.MKTP.KD.ZG,1981,-0.279283279362133
5604,Benin,BEN,NY.GDP.MKTP.KD.ZG,1981,9.95423116708119
5605,Burkina Faso,BFA,NY.GDP.MKTP.KD.ZG,1981,4.25530339455582
5606,Bangladesh,BGD,NY.GDP.MKTP.KD.ZG,1981,7.23394369490737
5607,Bulgaria,BGR,NY.GDP.MKTP.KD.ZG,1981,4.9001618599853
5608,Bahrain,BHR,NY.GDP.MKTP.KD.ZG,1981,-5.31669735282965
5609,"Bahamas, The",BHS,NY.GDP.MKTP.KD.ZG,1981,-9.22640507995641
5610,Bosnia and Herzegovina,BIH,NY.GDP.MKTP.KD.ZG,1981,
5611,Belarus,BLR,NY.GDP.MKTP.KD.ZG,1981,
5612,Belize,BLZ,NY.GDP.MKTP.KD.ZG,1981,1.13377082325108
5613,Bermuda,BMU,NY.GDP.MKTP.KD.ZG,1981,2.38095238145178
5614,Bolivia,BOL,NY.GDP.MKTP.KD.ZG,1981,0.27561637511306
5615,Brazil,BRA,NY.GDP.MKTP.KD.ZG,1981,-4.24999999999956
5616,Barbados,BRB,NY.GDP.MKTP.KD.ZG,1981,-1.89975157094841
5617,Brunei Darussalam,BRN,NY.GDP.MKTP.KD.ZG,1981,-19.8267158647435
5618,Bhutan,BTN,NY.GDP.MKTP.KD.ZG,1981,15.1222948424243
5619,Botswana,BWA,NY.GDP.MKTP.KD.ZG,1981,9.06485746474988
5620,Central African Republic,CAF,NY.GDP.MKTP.KD.ZG,1981,-1.54446566470149
5621,Canada,CAN,NY.GDP.MKTP.KD.ZG,1981,3.41506525537372
5622,Central Europe and the Baltics,CEB,NY.GDP.MKTP.KD.ZG,1981,
5623,Switzerland,CHE,NY.GDP.MKTP.KD.ZG,1981,1.60133572686854
5624,Channel Islands,CHI,NY.GDP.MKTP.KD.ZG,1981,
5625,Chile,CHL,NY.GDP.MKTP.KD.ZG,1981,6.52537036641591
5626,China,CHN,NY.GDP.MKTP.KD.ZG,1981,5.11276109058944
5627,Cote d'Ivoire,CIV,NY.GDP.MKTP.KD.ZG,1981,3.50049890850418
5628,Cameroon,CMR,NY.GDP.MKTP.KD.ZG,1981,17.0826822487652
5629,"Congo, Dem. Rep.",COD,NY.GDP.MKTP.KD.ZG,1981,2.350524074861
5630,"Congo, Rep.",COG,NY.GDP.MKTP.KD.ZG,1981,17.6197224701567
5631,Colombia,COL,NY.GDP.MKTP.KD.ZG,1981,2.27687274512178
5632,Comoros,COM,NY.GDP.MKTP.KD.ZG,1981,3.86492895691175
5633,Cabo Verde,CPV,NY.GDP.MKTP.KD.ZG,1981,8.45156241182397
5634,Costa Rica,CRI,NY.GDP.MKTP.KD.ZG,1981,-2.26165550729665
5635,Caribbean small states,CSS,NY.GDP.MKTP.KD.ZG,1981,-1.83371064860765
5636,Cuba,CUB,NY.GDP.MKTP.KD.ZG,1981,19.6883343337449
5637,Curacao,CUW,NY.GDP.MKTP.KD.ZG,1981,
5638,Cayman Islands,CYM,NY.GDP.MKTP.KD.ZG,1981,
5639,Cyprus,CYP,NY.GDP.MKTP.KD.ZG,1981,2.51699844098682
5640,Czechia,CZE,NY.GDP.MKTP.KD.ZG,1981,
5641,Germany,DEU,NY.GDP.MKTP.KD.ZG,1981,0.529240556536067
5642,Djibouti,DJI,NY.GDP.MKTP.KD.ZG,1981,
5643,Dominica,DMA,NY.GDP.MKTP.KD.ZG,1981,10.8293309957692
5644,Denmark,DNK,NY.GDP.MKTP.KD.ZG,1981,-0.666124155581699
5645,Dominican Republic,DOM,NY.GDP.MKTP.KD.ZG,1981,4.27986747952687
5646,Algeria,DZA,NY.GDP.MKTP.KD.ZG,1981,2.99999608841051
5647,East Asia & Pacific (excluding high income),EAP,NY.GDP.MKTP.KD.ZG,1981,5.572517546928
5648,Early-demographic dividend,EAR,NY.GDP.MKTP.KD.ZG,1981,3.61241600486244
5649,East Asia & Pacific,EAS,NY.GDP.MKTP.KD.ZG,1981,4.66791153803072
5650,Europe & Central Asia (excluding high income),ECA,NY.GDP.MKTP.KD.ZG,1981,
5651,Europe & Central Asia,ECS,NY.GDP.MKTP.KD.ZG,1981,0.504765605629601
5652,Ecuador,ECU,NY.GDP.MKTP.KD.ZG,1981,5.61286411959034
5653,"Egypt, Arab Rep.",EGY,NY.GDP.MKTP.KD.ZG,1981,7.3485538963137
5654,Euro area,EMU,NY.GDP.MKTP.KD.ZG,1981,0.523852204974389
5655,Eritrea,ERI,NY.GDP.MKTP.KD.ZG,1981,
5656,Spain,ESP,NY.GDP.MKTP.KD.ZG,1981,-0.13246845198897
5657,Estonia,EST,NY.GDP.MKTP.KD.ZG,1981,
5658,Ethiopia,ETH,NY.GDP.MKTP.KD.ZG,1981,4.38154812525401
5659,European Union,EUU,NY.GDP.MKTP.KD.ZG,1981,0.539956579629688
5660,Fragile and conflict affected situations,FCS,NY.GDP.MKTP.KD.ZG,1981,-6.57720249700434
5661,Finland,FIN,NY.GDP.MKTP.KD.ZG,1981,1.3158788537492
5662,Fiji,FJI,NY.GDP.MKTP.KD.ZG,1981,6.32999054891368
5663,France,FRA,NY.GDP.MKTP.KD.ZG,1981,1.06901983853727
5664,Faroe Islands,FRO,NY.GDP.MKTP.KD.ZG,1981,
5665,"Micronesia, Fed. Sts.",FSM,NY.GDP.MKTP.KD.ZG,1981,9.72372521771045
5666,Gabon,GAB,NY.GDP.MKTP.KD.ZG,1981,5.09532927895786
5667,United Kingdom,GBR,NY.GDP.MKTP.KD.ZG,1981,-0.787743889455356
5668,Georgia,GEO,NY.GDP.MKTP.KD.ZG,1981,5.26660055282426
5669,Ghana,GHA,NY.GDP.MKTP.KD.ZG,1981,-3.50306694696705
5670,Gibraltar,GIB,NY.GDP.MKTP.KD.ZG,1981,
5671,Guinea,GIN,NY.GDP.MKTP.KD.ZG,1981,0.609737155236985
5672,"Gambia, The",GMB,NY.GDP.MKTP.KD.ZG,1981,3.32189401064942
5673,Guinea-Bissau,GNB,NY.GDP.MKTP.KD.ZG,1981,18.1675281526384
5674,Equatorial Guinea,GNQ,NY.GDP.MKTP.KD.ZG,1981,5.76942050301955
5675,Greece,GRC,NY.GDP.MKTP.KD.ZG,1981,-1.55372168034155
5676,Grenada,GRD,NY.GDP.MKTP.KD.ZG,1981,1.53418749847899
5677,Greenland,GRL,NY.GDP.MKTP.KD.ZG,1981,0.665279562887619
5678,Guatemala,GTM,NY.GDP.MKTP.KD.ZG,1981,0.646858610432233
5679,Guam,GUM,NY.GDP.MKTP.KD.ZG,1981,
5680,Guyana,GUY,NY.GDP.MKTP.KD.ZG,1981,1.49616592020392
5681,High income,HIC,NY.GDP.MKTP.KD.ZG,1981,1.93051835774689
5682,"Hong Kong SAR, China",HKG,NY.GDP.MKTP.KD.ZG,1981,9.26089586404481
5683,Honduras,HND,NY.GDP.MKTP.KD.ZG,1981,-1.22203502400183
5684,Heavily indebted poor countries (HIPC),HPC,NY.GDP.MKTP.KD.ZG,1981,2.86231737677014
5685,Croatia,HRV,NY.GDP.MKTP.KD.ZG,1981,
5686,Haiti,HTI,NY.GDP.MKTP.KD.ZG,1981,-2.85270971115165
5687,Hungary,HUN,NY.GDP.MKTP.KD.ZG,1981,2.86674495956201
5688,IBRD only,IBD,NY.GDP.MKTP.KD.ZG,1981,2.18656059256865
5689,IDA & IBRD total,IBT,NY.GDP.MKTP.KD.ZG,1981,1.86063950358448
5690,IDA total,IDA,NY.GDP.MKTP.KD.ZG,1981,-0.514485005684449
5691,IDA blend,IDB,NY.GDP.MKTP.KD.ZG,1981,-4.07939557988387
5692,Indonesia,IDN,NY.GDP.MKTP.KD.ZG,1981,7.87878787878789
5693,IDA only,IDX,NY.GDP.MKTP.KD.ZG,1981,3.28240962786516
5694,Isle of Man,IMN,NY.GDP.MKTP.KD.ZG,1981,
5695,India,IND,NY.GDP.MKTP.KD.ZG,1981,6.00620362601497
5696,Not classified,INX,NY.GDP.MKTP.KD.ZG,1981,
5697,Ireland,IRL,NY.GDP.MKTP.KD.ZG,1981,3.32521556979381
5698,"Iran, Islamic Rep.",IRN,NY.GDP.MKTP.KD.ZG,1981,-5.69678723333877
5699,Iraq,IRQ,NY.GDP.MKTP.KD.ZG,1981,-0.728727507987003
5700,Iceland,ISL,NY.GDP.MKTP.KD.ZG,1981,4.26500712799384
5701,Israel,ISR,NY.GDP.MKTP.KD.ZG,1981,5.33992699809598
5702,Italy,ITA,NY.GDP.MKTP.KD.ZG,1981,0.844227607248143
5703,Jamaica,JAM,NY.GDP.MKTP.KD.ZG,1981,2.63944799408718
5704,Jordan,JOR,NY.GDP.MKTP.KD.ZG,1981,17.1787174246295
5705,Japan,JPN,NY.GDP.MKTP.KD.ZG,1981,4.26062449346863
5706,Kazakhstan,KAZ,NY.GDP.MKTP.KD.ZG,1981,
5707,Kenya,KEN,NY.GDP.MKTP.KD.ZG,1981,3.77354419402822
5708,Kyrgyz Republic,KGZ,NY.GDP.MKTP.KD.ZG,1981,
5709,Cambodia,KHM,NY.GDP.MKTP.KD.ZG,1981,0.0410921165349833
5710,Kiribati,KIR,NY.GDP.MKTP.KD.ZG,1981,5.47945205479452
5711,St. Kitts and Nevis,KNA,NY.GDP.MKTP.KD.ZG,1981,1.54690338408525
5712,"Korea, Rep.",KOR,NY.GDP.MKTP.KD.ZG,1981,7.24617628510612
5713,Kuwait,KWT,NY.GDP.MKTP.KD.ZG,1981,-18.9247311835727
5714,Latin America & Caribbean (excluding high income),LAC,NY.GDP.MKTP.KD.ZG,1981,1.05110289123888
5715,Lao PDR,LAO,NY.GDP.MKTP.KD.ZG,1981,
5716,Lebanon,LBN,NY.GDP.MKTP.KD.ZG,1981,
5717,Liberia,LBR,NY.GDP.MKTP.KD.ZG,1981,-2.13675011492256
5718,Libya,LBY,NY.GDP.MKTP.KD.ZG,1981,-19.190180801248
5719,St. Lucia,LCA,NY.GDP.MKTP.KD.ZG,1981,6.3102531827512
5720,Latin America & Caribbean,LCN,NY.GDP.MKTP.KD.ZG,1981,1.22128290837469
5721,Least developed countries: UN classification,LDC,NY.GDP.MKTP.KD.ZG,1981,2.46336014813696
5722,Low income,LIC,NY.GDP.MKTP.KD.ZG,1981,2.85506369463013
5723,Liechtenstein,LIE,NY.GDP.MKTP.KD.ZG,1981,4.81482021573869
5724,Sri Lanka,LKA,NY.GDP.MKTP.KD.ZG,1981,5.69952476661403
5725,Lower middle income,LMC,NY.GDP.MKTP.KD.ZG,1981,2.0108428031031
5726,Low & middle income,LMY,NY.GDP.MKTP.KD.ZG,1981,1.90739948885832
5727,Lesotho,LSO,NY.GDP.MKTP.KD.ZG,1981,0.694638144042784
5728,Late-demographic dividend,LTE,NY.GDP.MKTP.KD.ZG,1981,0.191415030855296
5729,Lithuania,LTU,NY.GDP.MKTP.KD.ZG,1981,
5730,Luxembourg,LUX,NY.GDP.MKTP.KD.ZG,1981,-0.550955519668491
5731,Latvia,LVA,NY.GDP.MKTP.KD.ZG,1981,
5732,"Macao SAR, China",MAC,NY.GDP.MKTP.KD.ZG,1981,
5733,St. Martin (French part),MAF,NY.GDP.MKTP.KD.ZG,1981,
5734,Morocco,MAR,NY.GDP.MKTP.KD.ZG,1981,-1.74343493044331
5735,Monaco,MCO,NY.GDP.MKTP.KD.ZG,1981,0.922378365935046
5736,Moldova,MDA,NY.GDP.MKTP.KD.ZG,1981,
5737,Madagascar,MDG,NY.GDP.MKTP.KD.ZG,1981,-9.80000000085953
5738,Maldives,MDV,NY.GDP.MKTP.KD.ZG,1981,11.7647058844609
5739,Middle East & North Africa,MEA,NY.GDP.MKTP.KD.ZG,1981,-0.224254957421266
5740,Mexico,MEX,NY.GDP.MKTP.KD.ZG,1981,9.58584115454994
5741,Marshall Islands,MHL,NY.GDP.MKTP.KD.ZG,1981,6.43651312116127
5742,Middle income,MIC,NY.GDP.MKTP.KD.ZG,1981,1.88423142264578
5743,North Macedonia,MKD,NY.GDP.MKTP.KD.ZG,1981,
5744,Mali,MLI,NY.GDP.MKTP.KD.ZG,1981,1.50880429685272
5745,Malta,MLT,NY.GDP.MKTP.KD.ZG,1981,3.31176207442655
5746,Myanmar,MMR,NY.GDP.MKTP.KD.ZG,1981,6.35575459195859
5747,Middle East & North Africa (excluding high income),MNA,NY.GDP.MKTP.KD.ZG,1981,-2.69375161892032
5748,Montenegro,MNE,NY.GDP.MKTP.KD.ZG,1981,
5749,Mongolia,MNG,NY.GDP.MKTP.KD.ZG,1981,
5750,Northern Mariana Islands,MNP,NY.GDP.MKTP.KD.ZG,1981,
5751,Mozambique,MOZ,NY.GDP.MKTP.KD.ZG,1981,5.0000029544301
5752,Mauritania,MRT,NY.GDP.MKTP.KD.ZG,1981,3.45028841966098
5753,Mauritius,MUS,NY.GDP.MKTP.KD.ZG,1981,5.88235290056372
5754,Malawi,MWI,NY.GDP.MKTP.KD.ZG,1981,-5.29011927674183
5755,Malaysia,MYS,NY.GDP.MKTP.KD.ZG,1981,6.94210420118173
5756,North America,NAC,NY.GDP.MKTP.KD.ZG,1981,2.61432851810794
5757,Namibia,NAM,NY.GDP.MKTP.KD.ZG,1981,0.97144950015074
5758,New Caledonia,NCL,NY.GDP.MKTP.KD.ZG,1981,-6.99999937012467
5759,Niger,NER,NY.GDP.MKTP.KD.ZG,1981,-0.177666071226056
5760,Nigeria,NGA,NY.GDP.MKTP.KD.ZG,1981,-13.1278804850513
5761,Nicaragua,NIC,NY.GDP.MKTP.KD.ZG,1981,5.36329018938126
5762,Netherlands,NLD,NY.GDP.MKTP.KD.ZG,1981,-0.783611707416071
5763,Norway,NOR,NY.GDP.MKTP.KD.ZG,1981,1.59834392279892
5764,Nepal,NPL,NY.GDP.MKTP.KD.ZG,1981,8.34197413530822
5765,Nauru,NRU,NY.GDP.MKTP.KD.ZG,1981,-2.81674719986761
